Name,Type,Cuisine,Address,District,Rating,Average
Delice,Restaurant,Vietnamese,"66_Duong_So_3_KDC_Trung_Son,_Xa_Binh_Hung_(Doi_Dien_Truong_Singapore_International)",Binh_Chanh,4.9,25000
Banh_Trang_Ong_Gia_-_Chanh_Hung,Restaurant,Vietnamese,C3/16_Chanh_Hung,Binh_Chanh,3.5,25000
Banh_Mi_Hong_Ngoc_-_Duong_So_4,Restaurant,Vietnamese,"39_Duong_So_4,_KDC_Trung_Son",Binh_Chanh,3.9,15000
Cut_Chien_Bo_-_Pham_Hung,Restaurant,Vietnamese,"C3/16_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,3.4,20000
Pho_Quynh,Bistro,Vietnamese,1_Tan_Tuc,Binh_Chanh,3.35,20000
Cafe_&_Sinh_To_Trai_Cay_-_Duong_So_8,Restaurant,Vietnamese,103_Duong_So_8,Binh_Chanh,3.35,17500
"Wings_-_Tra_Sua,_Xien_Que_&_An_Vat",Cafe,Vietnamese,E3/54_Tan_Long,Binh_Chanh,3.9,20000
Tra_Chanh_Zalo_Quan,Cafe,Vietnamese,"F1/13G_DH80,_Xa_Vinh_Loc_A",Binh_Chanh,3.9,17500
Buon_Ho_Coffee_-_Thi_Tran_Tan_Tuc,Cafe,Vietnamese,"Khu_Pho_3,_Cao_Toc_Trung_Luong,_Thi_Tran_Tan_Tuc",Binh_Chanh,3.9,20000
Golden_Coffee_-_Le_Dinh_Chi,Cafe,Vietnamese,"G9/42_Le_Dinh_Chi,_X._Le_Minh_Xuan",Binh_Chanh,3.9,25000
Monkey_Kid_-_Banh_Chuoi_Thai_&_Banh_Mi_Nuong_Indonesia,Restaurant,Thailand,Hem_C3_Pham_Hung,Binh_Chanh,3.9,18500
Quan_An_Hung_Xiu_-_Hu_Tiu_Xao_&_Com_Ga_Xoi_Mo,Bistro,Vietnamese,"A26/4_Quoc_Lo_50,_Xa_Binh_Hung",Binh_Chanh,4,37500
Com_Tam_Toan,Bistro,Vietnamese,"C7/27/32_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,4,17500
Lien_Hoa_-_Com_Chay,Restaurant,Vietnamese,"15/23_Vo_Van_Van,_Xa_Vinh_Loc_B",Binh_Chanh,3.2,17500
Tra_Sua_Sunco,Cafe,Vietnamese,"23_Duong_11,_KDC._Him_Lam,_P._Binh_Hung",Binh_Chanh,3.2,207500
Quan_An_187_-_Chao_Long,Bistro,Vietnamese,"1A187_Vinh_Loc,_Xa_Pham_Van_Hai",Binh_Chanh,3.2,22500
Tra_Sua_Pandan,Restaurant,Vietnamese,"C9/63_Vo_Van_Van,_Ap_3,_Xa_Vinh_Loc_B",Binh_Chanh,4.1,17500
Tra_Sua_OIC,Cafe,Vietnamese,"A2/30D_Lien_Ap_123,_Vinh_Loc_A",Binh_Chanh,3.8,20000
My_House_Coffee_-_Duong_So_15,Cafe,Vietnamese,"63_Duong_So_15,_Xa_Binh_Hung",Binh_Chanh,3.45,37500
Ali_Coffee,Cafe,Vietnamese,E2/40A_Thoi_Hoa,Binh_Chanh,3.45,25000
Banh_Dai_Loan_-_Chau_Nguyen_-_Shop_Online,Restaurant,Taiwanese,"E11/332A/2_Quoc_Lo_50,_Xa_Da_Phuoc",Binh_Chanh,4.25,22500
Chao_-_Coffee_&_Tea,Cafe,Vietnamese,"C10/76_Lai_Hung_Cuong,_Xa_Vinh_Loc_B",Binh_Chanh,4.25,27500
Viva_Star_Coffee_-_Pham_Hung,Cafe,Vietnamese,"C7/7A2_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,2.9,24000
Bao_Tran_Milk_Tea,Cafe,Vietnamese,"F6/5C_Lai_Hung_Cuong,_Xa_Vinh_Loc_B",Binh_Chanh,2.9,22500
"Smile_1+_-_Sinh_To,_Nuoc_Ep_&_An_Vat",Bistro,Vietnamese,"11/13A_Tan_Tuc,_Ap_3,_Xa_Tan_Quy_Tay",Binh_Chanh,2.9,17500
Chao_Suon_Dac_Biet_-_Nu_Dan_Cong,Bistro,Vietnamese,"C2/16_Nu_Dan_Cong,_X._Vinh_Loc_A",Binh_Chanh,3.95,32500
Chubby_House,Cafe,Vietnamese,"A3/14D_Vo_Van_Van,_Xa_Vinh_Loc_B",Binh_Chanh,3.95,32500
Com_Ga_Quach_Dieu,Bistro,Vietnamese,E1/43C_Thoi_Hoa,Binh_Chanh,3.95,22500
Moc_-_Com_Tam_&_Cafe,Cafe,Vietnamese,"49_Duong_So_8,_Xa_Binh_Hung",Binh_Chanh,3.95,40000
Le_Tran_Ca_Phe,Cafe,Vietnamese,"1139_Quoc_Lo_50,_Xa_Binh_Hung",Binh_Chanh,3.15,24000
Moc_Lan_Coffee_&_Tea,Cafe,Vietnamese,"D20/28A_Vo_Van_Van,_Ap_4,_Xa_Vinh_Loc_B",Binh_Chanh,3.15,25000
Minh_Phuc_-_Banh_Canh_Ca_Loc,Bistro,Vietnamese,E4/10A_Thoi_Hoa,Binh_Chanh,3.15,32500
Phuong_Hang_-_Hamburger,Restaurant,Vietnamese,"4_Duong_So_5A_,_KDC_Binh_Hung",Binh_Chanh,3.15,22500
Phuong_-_Sinh_To_&_Giai_Khat,Cafe,Vietnamese,"20_-_22_Duong_So_9A,_Xa_Binh_Hung",Binh_Chanh,3.15,20000
Tra_Sua_A_Hi_-_Xien_Que_&_My_Cay_-_Duong_So_6B,Restaurant,Vietnamese,"F7/16C_Ap_6_Duong_So_6B,_X._Vinh_Loc_B",Binh_Chanh,3.15,27500
Phuong_Hien_-_Banh_Mi_Thit_Nuong_-_Shop_Online,Restaurant,Vietnamese,"142_Duong_So_7,_KDC_Trung_Son,_Xa_Binh_Hung",Binh_Chanh,3.15,17500
Quan_Com_Hong_Thinh,Bistro,Vietnamese,"D20/4_Vo_Van_Van,_Ap_4,_X._Vinh_Loc_B",Binh_Chanh,3.25,18500
Goi_Be_&_Nem_Chao_-_Pham_Hung,Bistro,Vietnamese,"C1/5_Pham_Hung,_X._Binh_Hung",Binh_Chanh,3.7,133500
Trung_Nguyen_E-Coffee_-_30_Duong_So_5,Cafe,Vietnamese,"30_-_32_Duong_So_5,_Xa_Binh_Hung",Binh_Chanh,5,26000
The_Cups_Coffee_-_Vo_Van_Van,Cafe,Vietnamese,"B6/14_Vo_Van_Van,_Xa_Vinh_Loc_B",Binh_Chanh,4.1,21000
"Quan_999_-_Com_Tam,_Hu_Tieu_Nam_Vang_&_Lau_Xi_Quach",Bistro,Vietnamese,"C4/19_Pham_Hung,_Ap_4,_Xa_Binh_Hung",Binh_Chanh,3.8,43500
Thuan_Kieu_-_Com_Tam_Binh_Dan_-_Tran_Van_Giau,Bistro,Vietnamese,"1A69_Tran_Van_Giau,_X._Pham_Van_Hai",Binh_Chanh,4.1,26000
Inno_Kafe,Cafe,Vietnamese,"45_Duong_So_3,_KDC_Trung_Son",Binh_Chanh,3.9,29000
Quan_Com_Co_Tam,Bistro,Vietnamese,"C3/12_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,3.6,19000
Home_Coffee,Cafe,Vietnamese,"355_Pham_Hung,_P._Binh_Hung",Binh_Chanh,3.9,26500
Com_Tam_Ut_Lai,Bistro,Vietnamese,Duong_So_9,Binh_Chanh,3.45,21500
Joy_Coffee_Shop,Cafe,Vietnamese,"6_Duong_So_6,_Khu_Dan_Cu_Him_Lam",Binh_Chanh,3.95,26500
Quan_Com_Co_Hai,Bistro,Vietnamese,"D20_Vo_Van_Van,_Ap_4,_X._Vinh_Loc_B",Binh_Chanh,3.15,19000
The_Coffee_Shop_-_Nguyen_Van_Linh,Cafe,Vietnamese,"B01_-_02_Chung_Cu_Conic_Garden,_Nguyen_Van_Linh,_Xa_Phong_Phu",Binh_Chanh,4.9,27000
An_Food's_-_Trai_Cay_Sach_-_Vinh_Loc,Bistro,Vietnamese,"F1/31Y_Vinh_Loc,_Xa_Vinh_Loc_A",Binh_Chanh,3.35,109000
Rau_Ma_Flacota_-_Pham_Hung,Cafe,Vietnamese,"C7B/157/26_Pham_Hung,_P._Binh_Hung",Binh_Chanh,3.95,25000
De_Nhat_BBQ,Bistro,Vietnamese,"43-45_Duong_So_1A,_KDC_Trung_Son,_Binh_Hung",Binh_Chanh,3.35,50000
Bun_Mam_Co_Ba_-_Pham_Hung,Bistro,Vietnamese,"C1/24_Pham_Hung,_P._5",Binh_Chanh,3.5,30000
Com_Nieu_Trung_Son,Bistro,Vietnamese,"285_-_287_Duong_So_9A,_KDC_Trung_Son,_Xa_Binh_Hung",Binh_Chanh,3.65,40000
Hala_Coffee,Cafe,Vietnamese,"C7/19BA,_Duong_C7C,_Ap_4A,_X._Binh_Hung",Binh_Chanh,4.05,25000
Thuy_Duong_-_Nhau_Bo_Song_-_Ga_Nuong_Mam_Nhi,Bistro,Vietnamese,"1_Duong_So_1,_KDC_Trung_Son",Binh_Chanh,3.35,147500
Chi_Loan_-_Bun_Nuoc_Leo_Soc_Trang,Bistro,Vietnamese,"78_Duong_So_1,_KDC_Trung_Son,_Xa_Binh_Hung",Binh_Chanh,3.7,37500
Hong_Van_-_Chao_Ga_&_Vit,Bistro,Vietnamese,"C8/5_Vo_Van_Van,_Ap_3,_To_12,_Xa_Vinh_Loc_B",Binh_Chanh,3.25,35000
Su_Tu_Xoan_Cafe_-_Binh_Chanh,Cafe,Vietnamese,Gan_Nha_Tho_Binh_Chanh,Binh_Chanh,3.3,27500
Kapu_Milk_Tea,Cafe,Vietnamese,"97_Duong_So_9A,_Xa_Binh_Hung",Binh_Chanh,3.15,27500
MTP_Coffee_&_Lounge,Cafe,Vietnamese,146_Duong_So_1,Binh_Chanh,3.8,60000
Ca_Vien_Chien_Sinh_Vien,Restaurant,Vietnamese,"1069/8_Quoc_Lo_50,_Ap_3A,_Xa_Binh_Hung",Binh_Chanh,4.5,40000
Phoenix_Cafe_-_Centre_Mall,Cafe,Vietnamese,"Lau_3_Centre_Mall,_C6/27_Pham_Hung",Binh_Chanh,3.75,35000
Co_Lieu_-_Sinh_To_&_Che_Thai,Cafe,Vietnamese,"C3/12_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,3.6,25000
Banh_Gao_Cay_Tokbokki,Restaurant,Korean,"54/141_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,3.45,35000
Bep_Soi_Thuong_-_Ga_Tiem_Ot_Xiem_-_Shop_Online,Bistro,Vietnamese,"A23/2_Quoc_Lo_50,_X._Binh_Hung",Binh_Chanh,4.1,35000
Sai_Gon_Xua_Cafe_-_Duong_So_9A,Cafe,Vietnamese,120_Duong_So_9A,Binh_Chanh,3.95,25000
Cuc_Kia_-_Banh_U_Nguoi_Tieu,Restaurant,Chinese,"100_Duong_C4,_Xa_Binh_Hung",Binh_Chanh,4.3,25000
E-Coffee_Trung_Nguyen_Mizuki,Cafe,Vietnamese,"20_Duong_So_1,_KDC_Phi_Long_5,_X._Binh_Hung",Binh_Chanh,4.75,28500
Song_Que_-_Binh_Chanh,Bistro,Vietnamese,Duong_So_1_Khu_Trung_Son,Binh_Chanh,4.1,120000
Xuan_Quynh_-_Tra_Sua_Collagen_&_Banh_Trang_Tron,Restaurant,Vietnamese,"D17/42_To_57_Ap_4,_Xa_Hung_Long",Binh_Chanh,3.9,29500
Sinh_Doi_-_Pho,Bistro,Vietnamese,"2264_Huong_Lo_80,_X._Vinh_Loc_B",Binh_Chanh,3.65,37500
Bun_Ca_Di_Quynh,Restaurant,Vietnamese,Hem_C7/20_Pham_Hung,Binh_Chanh,3.4,25000
Pho_Gia_Dinh_-_Nguyen_Cuu_Phu,Bistro,Vietnamese,"740_Nguyen_Cuu_Phu,_Xa_Tan_Kien",Binh_Chanh,3.95,25000
Ba_Ba_-_Lau_Hai_San,Bistro,Vietnamese,"F1/23_Ap_6_Huong_Lo_80,_X._Vinh_Loc_A",Binh_Chanh,3.35,37500
Cafe_Bo_Song_Trung_Son,Cafe,Vietnamese,Duong_So_7A,Binh_Chanh,3.25,32000
Quan_Phuc_2_-_Dac_San_Dong_Que_&_Bo_To_Cu_Chi,Bistro,Vietnamese,"38_Duong_So_9,_KDC_Trung_Son",Binh_Chanh,3.8,135000
"Banh_Cuon_Nong,_Banh_Uot_&_Banh_Cuon_Trung",Bistro,Vietnamese,"A24/19_Quoc_Lo_50,_Xa_Binh_Hung",Binh_Chanh,5,23500
Com_Ga_Xoi_Mo_-_Duong_So_5,Bistro,Vietnamese,67_Duong_So_5,Binh_Chanh,3.8,25000
Com_Tam_79_-_Vo_Van_Van,Bistro,Vietnamese,A2/2K_Vo_Van_Van,Binh_Chanh,3.7,25000
Quan_Oc_68,Bistro,Vietnamese,"137_Duong_So_9A,_Trung_Son",Binh_Chanh,3.2,37500
Hu_Tieu_&_Bo_Kho_Banh_Mi,Bistro,Vietnamese,"Quoc_Lo_50,_Xa_Tan_Kim",Binh_Chanh,3.35,22500
Com_Tam_Co_Ba_-_Pham_Hung,Bistro,Vietnamese,C3/9_Pham_Hung,Binh_Chanh,3.4,25000
Kimbap_City_-_Mon_An_Han_Quoc_-_Trung_Son,Restaurant,Korean,120_Duong_So_9A,Binh_Chanh,4.5,100000
Quoc_Huy_Cafe_-_Bui_Thanh_Khiet,Cafe,Vietnamese,"C9/20A_Bui_Thanh_Khiet,_KP._3",Binh_Chanh,4.1,35000
Bun_Dau_Mam_Tom_-_Duong_So_7,Bistro,Vietnamese,103_Duong_So_7,Binh_Chanh,3.9,33500
Quan_Ngoc_-_Bun_Bo_&_Hu_Tieu,Bistro,Vietnamese,C3/4N2_Pham_Hung,Binh_Chanh,3.9,22500
Hu_Tieu_Chay_Sa_Dec_-_Pham_Hung,Restaurant,Vietnamese,"C6/27_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,3.5,20000
Oc_Oanh_-_Duong_So_1,Bistro,Vietnamese,"A2/1N1_Duong_So_1,_Ap_2,_Xa_Binh_Hung",Binh_Chanh,4.5,60000
"Hu_Tieu_Mi,_Nui_&_Banh_Canh_-_Duong_So_8",Restaurant,Vietnamese,23_Duong_So_8,Binh_Chanh,3.9,20000
Banh_Cuon_&_Banh_Uot_Ngon,Restaurant,Vietnamese,"74_Duong_So_14,_KDC_Phong_Phu_4",Binh_Chanh,3.4,22500
Bep_Hao_Hao_-_Dinh_Cao_An_Vat_-_KDC_Trung_Son,Restaurant,Vietnamese,"28_Duong_So_7,_KDC_Trung_Son,_Xa_Binh_Hung",Binh_Chanh,3.6,57500
Hu_Tiu_Sa_Dec,Bistro,Vietnamese,"C3/3_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,3.5,22500
Sunrise_Kebab_-_Pham_Hung,Restaurant,USA,"C5/20_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,3.9,22500
An_Vat_BoBo_-_Quach_Dieu,Restaurant,Vietnamese,"C1/11A_Quach_Dieu,_Xa_Vinh_Loc_A",Binh_Chanh,3.9,30000
Bun_Rieu_-_Thoi_Hoa,Bistro,Vietnamese,"E7/69B_Thoi_Hoa,_Xa_Vinh_Loc_A",Binh_Chanh,3.35,30000
Bun_Dau_Mam_Tom_-_Quan_Chuoi,Bistro,Vietnamese,"D9/13_Ap_4,_Xa_Binh_Chanh",Binh_Chanh,3.9,35000
Nam_Tien_-_Quan_An_Gia_Dinh,Bistro,Vietnamese,12B3_Tran_Dai_Nghia,Binh_Chanh,3.9,22500
Hu_Tieu_Mi_Xa_Xiu_&_Thap_Cam,Bistro,Vietnamese,"680/42_Duong_So_4,_Xa_Binh_Hung",Binh_Chanh,3.9,25000
"Com,_Chao_&_Mien_Ga_Ta_-_Pham_Hung",Bistro,Vietnamese,C3/4_Pham_Hung,Binh_Chanh,4,20000
Ba_Phi_-_Pho_&_Bun_Bo,Bistro,Vietnamese,Duong_So_4,Binh_Chanh,4,22500
Golden_Coffee_-_Lang_Le_Bau_Co,Cafe,Vietnamese,"35E_Lang_Le_Bau_Co,_P._Le_Minh_Xuan",Binh_Chanh,4.1,32500
Bi_-_Tra_Sua_Nha_Lam,Restaurant,Vietnamese,"C11/9_Pham_Hung,_X._Binh_Hung",Binh_Chanh,4.1,25000
Hung_Long_Quan_-_Nhau_Binh_Dan,Bistro,Vietnamese,"C1/26_Huong_Lo_11,_Xa_Hung_Long",Binh_Chanh,3.45,85000
Pho_Bo_Kho_&_Banh_Mi_Thit,Bistro,Vietnamese,Bo_Nha_Tho,Binh_Chanh,3.45,27500
Com_24_Mon,Bistro,Vietnamese,B6/16_Quoc_Lo_50,Binh_Chanh,3.45,35000
Hien_-_Com_Tam_Binh_Dan,Bistro,Vietnamese,"A11/1_Duong_So_10_Quoc_Lo_50,_P._Binh_Hung",Binh_Chanh,4.25,22500
Vinh_Loc_Quan_-_Bun_Bo_Gio_Heo,Bistro,Vietnamese,A6/4B_Ap_1,Binh_Chanh,4.25,25000
Ngoc_-_Chao_Long_&_Bun_Bo_Hue,Bistro,Vietnamese,C3/4_Pham_Hung,Binh_Chanh,4.55,25000
Miss_You_Cafe,Cafe,Vietnamese,"98_Duong_So_10,_X._Binh_Hung",Binh_Chanh,2.9,32000
Tra_Sua_Wecha,Cafe,Vietnamese,"Nga_3_Thoi_Hoa_-_Quach_Dieu,_Xa_Vinh_Loc_A",Binh_Chanh,2.9,25000
Tri_Ky_Quan_-_Bo_To_&_Hai_San,Bistro,Vietnamese,"A3/14Z_Vo_Van_Van,_P._Vinh_Loc_B",Binh_Chanh,2.9,190000
Kim_Thuy_-_Banh_Canh_Ca_Loc,Bistro,Vietnamese,1A-226/1_Vinh_Loc,Binh_Chanh,3.3,22500
Nha_Hang_Huong_Lua_4_-_Duong_13,Restaurant,Vietnamese,"123_Duong_13,_Ap_5_Phong_Phu",Binh_Chanh,3.95,260000
Ngoc_Trai_-_Nha_Hang_Hai_San,Bistro,Vietnamese,"F12/2A_Quach_Dieu,_Xa_Vinh_Loc_A",Binh_Chanh,3.15,285000
Nhung_Nguoi_Sai_Gon_Cafe,Cafe,Vietnamese,"G8/36,_Ap_7,_Tinh_Lo_10,_Xa_Le_Minh_Xuan",Binh_Chanh,3.15,30000
Ga_Ta_Khue_Thuy,Bistro,Vietnamese,"C6A/19_Vo_Van_Van,_Ap_4,_Xa_Vinh_Loc_B",Binh_Chanh,3.15,22500
Quan_Com_Phong_Phu_-_Vo_Van_Van,Bistro,Vietnamese,"D20/26_Vo_Van_Van,_Ap_4,_X._Vinh_Loc_B",Binh_Chanh,3.15,25000
Chau's_Kitchen_-_An_Vat_Online,Restaurant,Vietnamese,"KDC_Conic,_Nguyen_Van_Linh",Binh_Chanh,3.15,25000
Quan_An_Khanh_Hien,Bistro,Vietnamese,"C9/3_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,3.15,23500
"Quan_40_-_Nui_Xao,_Mi_Xao_&_Com_Chien",Bistro,Vietnamese,40_Duong_So_17,Binh_Chanh,3.15,25000
Gia_Phat_-_Com_Chien_Ga_Xoi_Mo,Bistro,Vietnamese,"C6A/31_Vo_Van_Van,_Ap_3A,_X._Vinh_Loc_B",Binh_Chanh,3.15,30000
Com_Ga_Xoi_Mo_-_Pham_Hung,Bistro,Vietnamese,"C1/25_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,3.15,25000
Thao_Le_-_Com_Tam_Dem,Bistro,Vietnamese,"A1/15_Quoc_Lo_50,_Xa_Binh_Hung",Binh_Chanh,3.6,31000
Bun_Dau_3_Chi_Em_-_Huong_Lo_80,Bistro,Vietnamese,"F8/8_Huong_Lo_80,_Ap_6,_Xa_Vinh_Loc_A",Binh_Chanh,3.55,36000
Bun_Dau_Bach_Cau,Bistro,Vietnamese,C5/18_Pham_Hung,Binh_Chanh,3.65,66001
An_Nhien_-_Cafe_&_Diem_Tam_-_Duong_So_9A,Cafe,Vietnamese,"85_Duong_So_9A,_KDC_Trung_Son,_Xa_Binh_Hung",Binh_Chanh,3.35,35000
Milk_Tea_-_Coffee_The_Only_T,Cafe,Vietnamese,"E1/5G2_Quach_Dieu,_P._Vinh_Loc_A",Binh_Chanh,3.95,29000
Rat_Hue_-_Cac_Mon_Hue,Bistro,Vietnamese,"78_Duong_So_8,_KDC_Trung_Son,_Xa_Binh_Hung",Binh_Chanh,3.5,35000
1990_Fresh_Milk_Tea,Restaurant,Vietnamese,"28_Duong_So_7,_Xa_Binh_Hung",Binh_Chanh,4.25,30000
Quan_An_Ba_Do_-_Duong_20,Bistro,Vietnamese,"3_Duong_20,_KDC_Binh_Hung",Binh_Chanh,3.9,30000
Ca_Ri_Quang,Bistro,Vietnamese,"KDC_Phong_Phu,_25_Duong_19C,_X._Phong_Phu",Binh_Chanh,4.15,32500
Van_Thinh_Rest_Stop,Restaurant,Vietnamese,"C12/18A_Tan_Tuc,_KP._3",Binh_Chanh,4.3,62500
Com_Ga_Xoi_Mo_Anh_Vy_-_Trung_Son,Bistro,Vietnamese,"309_Duong_So_9A,_KDC_Trung_Son,_Xa_Binh_Hung",Binh_Chanh,3.9,35000
Nha_Trang_Quan_-_Bun_&_Banh_Canh_Cha_Ca,Bistro,Vietnamese,"60_Duong_So_7,_KDC_Conic,_Xa_Phong_Phu",Binh_Chanh,4.15,30000
My_Way_-_Tea_&_Coffee,Cafe,Vietnamese,Tran_Van_Giau,Binh_Chanh,3.6,37500
Hu_Tieu_Ga_Phuoc_Loan,Bistro,Vietnamese,24_Duong_So_5,Binh_Chanh,3.35,32500
Xuan_Huong_-_Am_Thuc_Sinh_Thai_&_Cau_Ca_Giai_Tri,Restaurant,Vietnamese,"C12/40_Nguyen_Van_Linh,_Xa_Binh_Hung",Binh_Chanh,3.35,120000
Bun_Mam_-_Pham_Hung,Bistro,Vietnamese,"C6/27_Pham_Hung,_Xa_Binh_Hung",Binh_Chanh,3.6,27500
Pho_Dung_-_Vinh_Loc_A,Bistro,Vietnamese,"F8/35_To_8,_P._Vinh_Loc_A",Binh_Chanh,5,62500
"Lam_Ky_-_Hu_Tieu_Xao,_Mi_Xao_&_Com_Chien",Bistro,Vietnamese,"C6/5_Vo_Van_Van,_Ap_3,_X._Vinh_Loc_B",Binh_Chanh,4.95,27500
Bo_Bit_Tet_50,Bistro,Vietnamese,"C4/3_Trinh_Nhu_Khue,_Ap_3",Binh_Chanh,3.75,35000
Ti_Chuot_-_Quan_An_Binh_Dan,Bistro,Vietnamese,E6/10_Thoi_Hoa,Binh_Chanh,3.4,137500
"Thuy_Duong_-_Bot_Chien_Pate,_Mi_&_Hu_Tieu_Xao_Bo_Ma_Lai",Restaurant,Vietnamese,"A1/3_Quoc_Lo_50,_Xa_Da_Phuoc",Binh_Chanh,4.1,30000
Hai_Hum_-_Quan_An_Binh_Dan,Bistro,Vietnamese,A11/1_Quoc_Lo_1A,Binh_Chanh,3.35,40000
Hu_Tieu_Mi_Gia,Bistro,Vietnamese,"A5/39H_Lien_Ap_123,_Xa_Vinh_Loc_B",Binh_Chanh,3.4,27500
Dinh_Y_-_Com_Ga_Xoi_Mo,Bistro,Vietnamese,"2F-2T_Duong_So_10,_Xa_Binh_Hung",Binh_Chanh,4.9,27500
Nha_Trang_Quan_-_Bun_Cha_Ca_-_Khu_Dan_Cu_Conic,Bistro,Vietnamese,"2_Duong_So_2,_Doi_Dien_Block_H,_KDC_Conic,_13B_Nguyen_Van_Linh",Binh_Chanh,4,32500
Oc_Can_Gio,Bistro,Vietnamese,"92_Duong_So_8,_KDC_Trung_Son",Binh_Chanh,3.8,112500
Suoi_Mo_2_-_Vinh_Loc,Restaurant,Vietnamese,"F1/63,_To_2A,_Ap_6,_Quach_Dieu,_Xa_Vinh_Loc_A",Binh_Chanh,4.3,122500
Com_Tam_Hoang_Truong,Bistro,Vietnamese,"D8/1_Vo_Van_Van,_X._Vinh_Loc_B",Binh_Chanh,5,42500
Thang_Loi_-_Chao_Ga,Bistro,Vietnamese,C3/15_Pham_Hung,Binh_Chanh,3,27500
Pho_Cuong,Bistro,Vietnamese,"26_Duong_So_22,_KDC_Him_Lam_6A,_Binh_Hung",Binh_Chanh,3.35,40000
Dung_Map_-_Oc_Dem_25K,Restaurant,Vietnamese,B7/1_Ap_2,Binh_Chanh,3.65,25000
Bun_Bo_Cam_Tu,Bistro,Vietnamese,D20/17_Ap_4,Binh_Chanh,3.65,25000
Chi_Toai_-_Love_Ao_Dai_Coffee,Cafe,Vietnamese,"71_Duong_So_6,_KDC_Trung_Son",Binh_Chanh,4.2,40000
Quan_An_Gia_Dinh_Ut_Nam_-_Nguyen_Thi_Tu,Bistro,Vietnamese,"D1/10_Nguyen_Thi_Tu,_Ap_4",Binh_Chanh,4.4,32500
Xanh_Chuoi_-_Bun_Rieu_&_Bun_Thit_Nuong,Bistro,Vietnamese,"134_Duong_So_7,_KDC_Trung_Son,_Xa_Binh_Hung",Binh_Chanh,3.35,27500
Thao_Moc_Cafe_-_Duong_So_9A,Cafe,Vietnamese,"57_-_59_Duong_So_9A,_KDC_Trung_Son,_Xa_Binh_Hung",Binh_Chanh,3.05,35000
Hu_Tieu_-_Duong_So_10,Restaurant,Vietnamese,35_Duong_So_10,Binh_Chanh,4,27500
The_Bear's_Kitchen_-_Bep_Nha_Nang_Gau_-_Shop_Online,Restaurant,Vietnamese,"C7B/27R_Vo_Van_Van,_P._Vinh_Loc_B",Binh_Chanh,4.5,312500
Cong_Hau_1_-_Com_Ga_Xoi_Mo,Bistro,Vietnamese,B4/20C_Tran_Dai_Nghia,Binh_Chanh,3.9,27500
Vinh_Ky_Mi_Gia,Bistro,Vietnamese,Duong_So_7,Binh_Chanh,3.6,30000
Kim_Thap_3_-_Hu_Tieu_Nam_Vang,Bistro,Vietnamese,"C14/20_Quoc_Lo_1A,_Xa_Tan_Kien",Binh_Chanh,3.5,37500
Quan_Cua,Bistro,Vietnamese,"C19/11_Duong_So_9,_Khu_Trung_Son",Binh_Chanh,3.7,67500
Hoa_Ky_-_Mi_Vit_Tiem_&_Sui_Cao_-_Nguyen_Thi_Tu,Bistro,Chinese,"D1/2b_Nguyen_Thi_Tu,_X.Vinh_Loc_B",Binh_Chanh,3.9,30000
Com_Ga_Binh_Dan,Bistro,Vietnamese,Pham_Hung,Binh_Chanh,3.7,30000
Bun_Dau_Mam_Tom_-_Quach_Dieu,Bistro,Vietnamese,50_Quach_Dieu,Binh_Chanh,3.35,45000
Quan_Lim_-_Pho_&_Bun_Dau_Mam_Tom,Bistro,Vietnamese,"146_Duong_So_1,_KDC_Trung_Son",Binh_Chanh,3.9,127500
Lau_De_SOS_-_Binh_Hung,Restaurant,Vietnamese,"45_Duong_So_10,_Xa_Binh_Hung",Binh_Chanh,3.9,102500
"Ga_Tam_Ky_161_-_Com,_Chao_&_Goi_Ga",Bistro,Vietnamese,"161_Duong_9A,_KDC_Trung_Son,_Xa_Binh_Hung",Binh_Chanh,3.9,137500
Quan_Oc_Gia_Dinh_-_Dinh_Duc_Thien,Bistro,Vietnamese,D17/33_Dinh_Duc_Thien,Binh_Chanh,3.9,112500
Pho_Kieu_Cafe_&_Bar,Cafe,Vietnamese,68_Pham_Hung,Binh_Chanh,3.2,212500
Quan_An_Bich_Thu_-_Duong_Lien_Ap,Bistro,Vietnamese,"B5/120/5_Duong_Lien_Ap_2-3,_Xa_Da_Phuoc",Binh_Chanh,3.45,27500
Hang_-_Bun_Mang_Vit_&_Chao_-_Pham_Hung,Bistro,Vietnamese,"118_Pham_Hung,_X._Binh_Hung",Binh_Chanh,3.45,52500
Quan_Loan_-_Pho_Bo,Bistro,Vietnamese,"C10/45_Dinh_Duc_Thien,_Ap_3,_X._Binh_Chanh",Binh_Chanh,3.45,30000
Hello_-_Ga_Ran_&_Tra_Sua,Bistro,Vietnamese,"29_Duong_So_5,_KDC_Dai_Phuc_Green_Villas,_Xa_Binh_Hung",Binh_Chanh,4.25,27500
